,proponente,nota_de_credito,programa,mes,valor_faturado,valor_economizado,valor_utilizado,saldo_no_periodo,relatorio,prop_pk1,prop_pk2
577,MINISTERIO DA EDUCACAO,39/2021,GESAC,2021-08-01,0.0,32050.34340938535,0.0,3178094.787694979,0.0,MINISTERIO DA EDUCACAO,MINISTERIO DA EDUCACAO
578,MINISTERIO DA JUSTICA,40/2021,GESAC,2021-08-01,0.0,5670.041202559146,0.0,562238.2313255399,0.0,MINISTERIO DA JUSTICA,MINISTERIO DA JUSTICA
579,MINISTERIO DO MEIO AMBIENTE,41/2021,GESAC,2021-08-01,0.0,694.7026459870291,0.0,68886.34015580516,0.0,MINISTERIO DO MEIO AMBIENTE,MINISTERIO DO MEIO AMBIENTE
580,PERPETUA ALMEIDA,42/2021,GESAC,2021-08-01,0.0,3107.8429208864363,0.0,308172.02991190477,0.0,MARIA PERPETUA DE ALMEIDA,DEP. MARIA PERPETUA DE ALMEIDA
581,POLICIA RODOVIARIA FEDERAL RO,43/2021,GESAC,2021-08-01,0.0,0.0,0.0,0.0,0.0,POLICIA RODOVIARIA FEDERAL-RO,POLICIA RODOVIARIA FEDERAL-RO
582,CONFUCIO MOURA,44/2021,GESAC,2021-08-01,0.0,0.0,0.0,0.0,0.0,CONFUCIO AIRES MOURA,SEN. CONFUCIO AIRES MOURA
583,SERGIO PETECAO,45/2021,GESAC,2021-08-01,0.0,1390.2647982798733,0.0,137857.90849389875,0.0,SERGIO PETECAO,SEN. SERGIO PETECAO
584,SORAYA THRONICKE,46/2021,GESAC,2021-08-01,0.0,2909.2200355273076,0.0,288476.691593254,0.0,SORAYA THRONICKE,SEN. SORAYA THRONICKE
585,ULDURICO JUNIOR,47/2021,GESAC,2021-08-01,0.0,2744.2051696597455,0.0,272113.90638352314,0.0,ULDURICO ALENCAR PINTO,DEP. ULDURICO ALENCAR PINTO
586,BANCADA-AL,48/2021,WifiBrasil,2021-08-01,0.0,5084.003405938657,0.0,504127.0390976765,0.0,BANCADA-AL,BANCADA-AL
587,BANCADA-AL,49/2021,WifiBrasil,2021-08-01,0.0,5689.089387643394,0.0,564127.0390976765,0.0,BANCADA-AL,BANCADA-AL
588,BANCADA-AL,50/2021,WifiBrasil,2021-08-01,0.0,1076.685348925946,0.0,106763.5392139694,0.0,BANCADA-AL,BANCADA-AL
589,BANCADA-MG,51/2021,WifiBrasil,2021-08-01,0.0,1387.2405453526048,0.0,137558.025202726,0.0,BANCADA-MG,BANCADA-MG
590,BANCADA-SP,52/2021,WifiBrasil,2021-08-01,0.0,47321.780952224275,0.0,4692402.308072234,0.0,BANCADA-SP,BANCADA-SP
591,BANCADA-ES,53/2021,WifiBrasil,2021-08-01,0.0,6275.6148871794685,0.0,622286.5916839351,0.0,BANCADA-ES,BANCADA-ES
592,BANCADA-ES,54/2021,WifiBrasil,2021-08-01,0.0,7169.165391039163,0.0,710890.5783116459,0.0,BANCADA-ES,BANCADA-ES
593,BANCADA-PA,55/2021,WifiBrasil,2021-08-01,0.0,7650.510802684955,0.0,758620.5300407878,0.0,BANCADA-PA,BANCADA-PA
594,BANCADA-PA,56/2021,WifiBrasil,2021-08-01,0.0,1470.9058880539326,0.0,145854.2355164021,0.0,BANCADA-PA,BANCADA-PA
595,CORONEL CHRISOSTOMO,57/2021,WifiBrasil,2021-08-01,0.0,2476.4996471521126,0.0,245568.37097844755,0.0,JOAO CHRISOSTOMO DE MOURA,DEP. JOAO CHRISOSTOMO DE MOURA
596,DIMAS FABIANO,58/2021,WifiBrasil,2021-08-01,0.0,0.0,0.0,0.0,0.0,DIMAS FABIANO TOLEDO JUNIOR,DEP. DIMAS FABIANO TOLEDO JUNIOR
597,EDNA HENRIQUE,59/2021,WifiBrasil,2021-08-01,0.0,443.0963474274447,0.0,43937.19512513802,0.0,EDNACE ALVES SILVESTRE HENRIQUE,DEP. EDNACE ALVES SILVESTRE HENRIQUE
598,FABIO REIS,60/2021,WifiBrasil,2021-08-01,0.0,231.21462593968621,0.0,22927.117758201057,0.0,FABIO DE ALMEIDA REIS,DEP. FABIO DE ALMEIDA REIS
599,FLAVIA ARRUDA,61/2021,WifiBrasil,2021-08-01,0.0,0.0,0.0,0.0,0.0,FLAVIA CAROLINA PERES,DEP. FLAVIA CAROLINA PERES
600,GENERAL GIRAO,62/2021,WifiBrasil,2021-08-01,0.0,3249.896165433782,0.0,322257.95312041795,0.0,ELIESER GIRAO MONTEIRO FILHO,DEP. ELIESER GIRAO MONTEIRO FILHO
601,JOSE NUNES,63/2021,WifiBrasil,2021-08-01,0.0,140.5533565750767,0.0,13937.195125138023,0.0,JOSE NUNES SOARES,DEP. JOSE NUNES SOARES
602,JOSIVALDO JP,64/2021,WifiBrasil,2021-08-01,0.0,140.5533565750767,0.0,13937.195125138023,0.0,JOSIVALDO DOS SANTOS MELO,DEP. JOSIVALDO DOS SANTOS MELO
603,JUNIOR LOURENCO,65/2021,WifiBrasil,2021-08-01,0.0,85.55626966680808,0.0,8483.713612974461,0.0,JOSE LOURENCO BOMFIM JUNIOR,DEP. JOSE LOURENCO BOMFIM JUNIOR
604,LEO DE BRITO,66/2021,WifiBrasil,2021-08-01,0.0,469.5668093991919,0.0,46561.991875230044,0.0,LEONARDO CUNHA DE BRITO,DEP. LEONARDO CUNHA DE BRITO
605,LUCIANO BIVAR,67/2021,WifiBrasil,2021-08-01,0.0,1328.2963685140815,0.0,131713.15237928455,0.0,LUCIANO CALDAS BIVAR,DEP. LUCIANO CALDAS BIVAR
606,LUIS TIBE,68/2021,WifiBrasil,2021-08-01,0.0,241.4010201925327,0.0,23937.195125138023,0.0,LUIS HENRIQUE DE OLIVEIRA RESENDE,DEP. LUIS HENRIQUE DE OLIVEIRA RESENDE
607,MARA ROCHA,69/2021,WifiBrasil,2021-08-01,0.0,0.0,0.0,0.0,0.0,CYLMARA FERNANDES DA ROCHA GRIPP,DEP. CYLMARA FERNANDES DA ROCHA GRIPP
608,MARX BELTRAO,70/2021,WifiBrasil,2021-08-01,0.0,1227.4487048966255,0.0,121713.15237928455,0.0,MARX BELTRAO LIMA SIQUEIRA,DEP. MARX BELTRAO LIMA SIQUEIRA
609,PERPETUA ALMEIDA,71/2021,WifiBrasil,2021-08-01,0.0,342.24868380998873,0.0,33937.19512513802,0.0,MARIA PERPETUA DE ALMEIDA,DEP. MARIA PERPETUA DE ALMEIDA
610,SERGIO PETECAO,72/2021,WifiBrasil,2021-08-01,0.0,1259.9996999001714,0.0,124940.89150936707,0.0,SERGIO PETECAO,SEN. SERGIO PETECAO
611,ULDURICO JUNIOR,73/2021,WifiBrasil,2021-08-01,0.0,947.4678329771621,0.0,93950.39993897907,0.0,ULDURICO ALENCAR PINTO,DEP. ULDURICO ALENCAR PINTO
612,SORAYA THRONICKE,74/2021,WifiBrasil,2021-08-01,0.0,1234.586262416445,0.0,122420.90873811248,0.0,SORAYA THRONICKE,SEN. SORAYA THRONICKE
613,MCOM,75/2021,WifiBrasil,2021-08-01,0.0,973.805127486472,0.0,96561.99187523004,0.0,MINISTERIO DAS COMUNICACOES,MINISTERIO DAS COMUNICACOES
614,JUNIO AMARAL,76/2021,WifiBrasil,2021-08-01,0.0,4387.263481101059,0.0,435038.683468484,0.0,GERALDO JUNIO DO AMARAL,DEP. GERALDO JUNIO DO AMARAL
615,LEUR LOMANTO,77/2021,WifiBrasil,2021-08-01,0.0,644.7916746623567,0.0,63937.19512513802,0.0,LEUR ANTONIO DE BRITTO LOMANTO JUNIOR,DEP. LEUR ANTONIO DE BRITTO LOMANTO JUNIOR
616,BANCADA-AL,01/2021,GESAC,2021-09-01,100000.0,11182.116441052143,100000.0,1009626.8014248305,0.0,BANCADA-AL,BANCADA-AL
617,BANCADA-AL,02/2021,GESAC,2021-09-01,0.0,3826.2207445068957,0.0,379684.57122174604,0.0,BANCADA-AL,BANCADA-AL
618,BANCADA-AL,03/2021,GESAC,2021-09-01,0.0,52588.481632589435,0.0,5218474.425067611,0.0,BANCADA-AL,BANCADA-AL
619,BANCADA-MG,04/2021,GESAC,2021-09-01,0.0,134755.2998592476,0.0,13372074.34264488,0.0,BANCADA-MG,BANCADA-MG
620,BANCADA-SP,05/2021,GESAC,2021-09-01,0.0,10080.683736061927,0.0,1000329.1335042845,0.0,BANCADA-SP,BANCADA-SP
621,BANCADA-ES,06/2021,GESAC,2021-09-01,0.0,9525.467342629201,0.0,945233.7502652404,0.0,BANCADA-ES,BANCADA-ES
622,BANCADA-ES,07/2021,GESAC,2021-09-01,0.0,21743.165623664936,0.0,2157623.6887734933,0.0,BANCADA-ES,BANCADA-ES
623,BANCADA-ES,08/2021,GESAC,2021-09-01,0.0,27105.425534908893,0.0,2689732.913810536,0.0,BANCADA-ES,BANCADA-ES
624,BANCADA-MA,09/2021,GESAC,2021-09-01,0.0,7231.095518534003,0.0,717558.025202726,0.0,BANCADA-MA,BANCADA-MA
625,BANCADA-PA,10/2021,GESAC,2021-09-01,0.0,0.0,0.0,0.0,0.0,BANCADA-PA,BANCADA-PA
626,BANCADA-PA,11/2021,GESAC,2021-09-01,0.0,3222.523498063276,0.0,319778.32287139515,0.0,BANCADA-PA,BANCADA-PA
627,JUNIO AMARAL,12/2021,GESAC,2021-09-01,0.0,1200.0734697723915,0.0,119086.01495595239,0.0,GERALDO JUNIO DO AMARAL,DEP. GERALDO JUNIO DO AMARAL
628,CELSO SABINO,13/2021,GESAC,2021-09-01,0.0,586.2730621971303,0.0,58177.20698910301,0.0,CELSO SABINO DE OLIVEIRA,DEP. CELSO SABINO DE OLIVEIRA
629,CORONEL CHRISOSTOMO,14/2021,GESAC,2021-09-01,0.0,704.3647706092561,0.0,69895.71532077008,0.0,JOAO CHRISOSTOMO DE MOURA,DEP. JOAO CHRISOSTOMO DE MOURA
630,DIMAS FABIANO,15/2021,GESAC,2021-09-01,0.0,0.0,0.0,0.0,0.0,DIMAS FABIANO TOLEDO JUNIOR,DEP. DIMAS FABIANO TOLEDO JUNIOR
631,EDNA HENRIQUE,16/2021,GESAC,2021-09-01,0.0,1311.0260594034214,0.0,130096.09232288934,0.0,EDNACE ALVES SILVESTRE HENRIQUE,DEP. EDNACE ALVES SILVESTRE HENRIQUE
632,ELIAS VAZ,17/2021,GESAC,2021-09-01,0.0,3668.4734270613985,0.0,364030.9467747872,0.0,ELIAS VAZ DE ANDRADE,DEP. ELIAS VAZ DE ANDRADE
633,EXPEDITO NETTO,18/2021,GESAC,2021-09-01,0.0,1755.2193272824136,0.0,174174.3987552477,0.0,EXPEDITO GONCALVES FERREIRA NETTO,DEP. EXPEDITO GONCALVES FERREIRA NETTO
634,FABIO REIS,19/2021,GESAC,2021-09-01,0.0,0.0,0.0,0.0,0.0,FABIO DE ALMEIDA REIS,DEP. FABIO DE ALMEIDA REIS
635,FLAVIA ARRUDA,20/2021,GESAC,2021-09-01,0.0,8367.238367235494,0.0,830300.0594868646,0.0,FLAVIA CAROLINA PERES,DEP. FLAVIA CAROLINA PERES
636,FLAVIANO MELO,21/2021,GESAC,2021-09-01,0.0,0.0,0.0,0.0,0.0,FLAVIANO FLAVIO BAPTISTA DE MELO,DEP. FLAVIANO FLAVIO BAPTISTA DE MELO
637,FLAVIANO MELO,22/2021,GESAC,2021-09-01,0.0,4311.731240346849,0.0,427862.8799879871,0.0,FLAVIANO FLAVIO BAPTISTA DE MELO,DEP. FLAVIANO FLAVIO BAPTISTA DE MELO
638,GENERAL GIRAO,23/2021,GESAC,2021-09-01,0.0,0.0,0.0,0.0,0.0,ELIESER GIRAO MONTEIRO FILHO,DEP. ELIESER GIRAO MONTEIRO FILHO
639,JOAO ROMA,24/2021,GESAC,2021-09-01,0.0,29.174697838518476,0.0,2895.071502407387,0.0,JOAO INACIO RIBEIRO ROMA NETO,DEP. JOAO INACIO RIBEIRO ROMA NETO
640,JOENIA WAPICHANA,25/2021,GESAC,2021-09-01,0.0,0.0,0.0,0.0,0.0,JOENIA BATISTA DE CARVALHO,DEP. JOENIA BATISTA DE CARVALHO
641,JOSE NUNES,26/2021,GESAC,2021-09-01,0.0,998.5261310330313,0.0,99086.01495595239,0.0,JOSE NUNES SOARES,DEP. JOSE NUNES SOARES
642,JOSIVALDO JP,27/2021,GESAC,2021-09-01,0.0,0.0,0.0,0.0,0.0,JOSIVALDO DOS SANTOS MELO,DEP. JOSIVALDO DOS SANTOS MELO
643,JUNIOR LOURENCO,28/2021,GESAC,2021-09-01,0.0,2806.3118045780925,0.0,278476.691593254,0.0,JOSE LOURENCO BOMFIM JUNIOR,DEP. JOSE LOURENCO BOMFIM JUNIOR
644,LEO DE BRITO,29/2021,GESAC,2021-09-01,0.0,3167.651679944467,0.0,314333.26778289623,0.0,LEONARDO CUNHA DE BRITO,DEP. LEONARDO CUNHA DE BRITO
645,LEUR LOMANTO,30/2021,GESAC,2021-09-01,0.0,168.9816939434557,0.0,16768.437132477542,0.0,LEUR ANTONIO DE BRITTO LOMANTO JUNIOR,DEP. LEUR ANTONIO DE BRITTO LOMANTO JUNIOR
646,LUCIANO BIVAR,31/2021,GESAC,2021-09-01,0.0,0.0,0.0,0.0,0.0,LUCIANO CALDAS BIVAR,DEP. LUCIANO CALDAS BIVAR
647,LUIS TIBE,32/2021,GESAC,2021-09-01,0.0,998.5261310330313,0.0,99086.01495595239,0.0,LUIS HENRIQUE DE OLIVEIRA RESENDE,DEP. LUIS HENRIQUE DE OLIVEIRA RESENDE
648,MARA ROCHA,33/2021,GESAC,2021-09-01,0.0,3652.9492327725534,0.0,362490.445730621,0.0,CYLMARA FERNANDES DA ROCHA GRIPP,DEP. CYLMARA FERNANDES DA ROCHA GRIPP
649,MARX BELTRAO,34/2021,GESAC,2021-09-01,0.0,1401.6208085117514,0.0,139086.01495595239,0.0,MARX BELTRAO LIMA SIQUEIRA,DEP. MARX BELTRAO LIMA SIQUEIRA
650,MINISTERIO DAS COMUNICACOES,35/2021,GESAC,2021-09-01,0.0,150934.18882368642,0.0,14977542.225836456,0.0,MINISTERIO DAS COMUNICACOES,MINISTERIO DAS COMUNICACOES
651,MINISTERIO DAS COMUNICACOES,36/2021,GESAC,2021-09-01,0.0,36733.66856890245,0.0,3645165.329263538,0.0,MINISTERIO DAS COMUNICACOES,MINISTERIO DAS COMUNICACOES
652,MINISTERIO DAS COMUNICACOES,37/2021,GESAC,2021-09-01,0.0,100983.01325854553,0.0,10020773.66936968,0.0,MINISTERIO DAS COMUNICACOES,MINISTERIO DAS COMUNICACOES
653,MINISTERIO DA EDUCACAO,38/2021,GESAC,2021-09-01,0.0,170842.95843840437,0.0,16953134.633976746,0.0,MINISTERIO DA EDUCACAO,MINISTERIO DA EDUCACAO
654,MINISTERIO DA EDUCACAO,39/2021,GESAC,2021-09-01,0.0,32026.82733606772,0.0,3178094.787694979,0.0,MINISTERIO DA EDUCACAO,MINISTERIO DA EDUCACAO
655,MINISTERIO DA JUSTICA,40/2021,GESAC,2021-09-01,0.0,5665.880963059362,0.0,562238.2313255399,0.0,MINISTERIO DA JUSTICA,MINISTERIO DA JUSTICA
656,MINISTERIO DO MEIO AMBIENTE,41/2021,GESAC,2021-09-01,0.0,694.192926694842,0.0,68886.34015580516,0.0,MINISTERIO DO MEIO AMBIENTE,MINISTERIO DO MEIO AMBIENTE
657,PERPETUA ALMEIDA,42/2021,GESAC,2021-09-01,0.0,3105.562625132543,0.0,308172.02991190477,0.0,MARIA PERPETUA DE ALMEIDA,DEP. MARIA PERPETUA DE ALMEIDA
658,POLICIA RODOVIARIA FEDERAL RO,43/2021,GESAC,2021-09-01,0.0,0.0,0.0,0.0,0.0,POLICIA RODOVIARIA FEDERAL-RO,POLICIA RODOVIARIA FEDERAL-RO
659,CONFUCIO MOURA,44/2021,GESAC,2021-09-01,0.0,0.0,0.0,0.0,0.0,CONFUCIO AIRES MOURA,SEN. CONFUCIO AIRES MOURA
660,SERGIO PETECAO,45/2021,GESAC,2021-09-01,0.0,1389.2447290559753,0.0,137857.90849389875,0.0,SERGIO PETECAO,SEN. SERGIO PETECAO
661,SORAYA THRONICKE,46/2021,GESAC,2021-09-01,0.0,2907.0854739477722,0.0,288476.691593254,0.0,SORAYA THRONICKE,SEN. SORAYA THRONICKE
662,ULDURICO JUNIOR,47/2021,GESAC,2021-09-01,0.0,2742.191683278522,0.0,272113.90638352314,0.0,ULDURICO ALENCAR PINTO,DEP. ULDURICO ALENCAR PINTO
663,BANCADA-AL,48/2021,WifiBrasil,2021-09-01,0.0,5080.273155834499,0.0,504127.0390976765,0.0,BANCADA-AL,BANCADA-AL
664,BANCADA-AL,49/2021,WifiBrasil,2021-09-01,0.0,5684.91517205258,0.0,564127.0390976765,0.0,BANCADA-AL,BANCADA-AL
665,BANCADA-AL,50/2021,WifiBrasil,2021-09-01,0.0,1075.8953601485418,0.0,106763.5392139694,0.0,BANCADA-AL,BANCADA-AL
666,BANCADA-MG,51/2021,WifiBrasil,2021-09-01,0.0,1386.2226950925622,0.0,137558.025202726,0.0,BANCADA-MG,BANCADA-MG
667,BANCADA-SP,52/2021,WifiBrasil,2021-09-01,0.0,47287.05987431946,0.0,4692402.308072234,0.0,BANCADA-SP,BANCADA-SP
668,BANCADA-ES,53/2021,WifiBrasil,2021-09-01,0.0,6271.010324354194,0.0,622286.5916839351,0.0,BANCADA-ES,BANCADA-ES
669,BANCADA-ES,54/2021,WifiBrasil,2021-09-01,0.0,7163.905209679841,0.0,710890.5783116459,0.0,BANCADA-ES,BANCADA-ES
670,BANCADA-PA,55/2021,WifiBrasil,2021-09-01,0.0,7644.897447138174,0.0,758620.5300407878,0.0,BANCADA-PA,BANCADA-PA
671,BANCADA-PA,56/2021,WifiBrasil,2021-09-01,0.0,1469.8266506097345,0.0,145854.2355164021,0.0,BANCADA-PA,BANCADA-PA
672,CORONEL CHRISOSTOMO,57/2021,WifiBrasil,2021-09-01,0.0,2474.6825824632997,0.0,245568.37097844755,0.0,JOAO CHRISOSTOMO DE MOURA,DEP. JOAO CHRISOSTOMO DE MOURA
673,DIMAS FABIANO,58/2021,WifiBrasil,2021-09-01,0.0,0.0,0.0,0.0,0.0,DIMAS FABIANO TOLEDO JUNIOR,DEP. DIMAS FABIANO TOLEDO JUNIOR
674,EDNA HENRIQUE,59/2021,WifiBrasil,2021-09-01,0.0,442.7712374571775,0.0,43937.19512513802,0.0,EDNACE ALVES SILVESTRE HENRIQUE,DEP. EDNACE ALVES SILVESTRE HENRIQUE
675,FABIO REIS,60/2021,WifiBrasil,2021-09-01,0.0,231.04497845646725,0.0,22927.117758201057,0.0,FABIO DE ALMEIDA REIS,DEP. FABIO DE ALMEIDA REIS
676,FLAVIA ARRUDA,61/2021,WifiBrasil,2021-09-01,0.0,0.0,0.0,0.0,0.0,FLAVIA CAROLINA PERES,DEP. FLAVIA CAROLINA PERES
677,GENERAL GIRAO,62/2021,WifiBrasil,2021-09-01,0.0,3247.511641950684,0.0,322257.95312041795,0.0,ELIESER GIRAO MONTEIRO FILHO,DEP. ELIESER GIRAO MONTEIRO FILHO
678,JOSE NUNES,63/2021,WifiBrasil,2021-09-01,0.0,140.4502293481375,0.0,13937.195125138023,0.0,JOSE NUNES SOARES,DEP. JOSE NUNES SOARES
679,JOSIVALDO JP,64/2021,WifiBrasil,2021-09-01,0.0,140.4502293481375,0.0,13937.195125138023,0.0,JOSIVALDO DOS SANTOS MELO,DEP. JOSIVALDO DOS SANTOS MELO
680,JUNIOR LOURENCO,65/2021,WifiBrasil,2021-09-01,0.0,85.49349506609417,0.0,8483.713612974461,0.0,JOSE LOURENCO BOMFIM JUNIOR,DEP. JOSE LOURENCO BOMFIM JUNIOR
681,LEO DE BRITO,66/2021,WifiBrasil,2021-09-01,0.0,469.22227744281594,0.0,46561.991875230044,0.0,LEONARDO CUNHA DE BRITO,DEP. LEONARDO CUNHA DE BRITO
682,LUCIANO BIVAR,67/2021,WifiBrasil,2021-09-01,0.0,1327.3217669508304,0.0,131713.15237928455,0.0,LUCIANO CALDAS BIVAR,DEP. LUCIANO CALDAS BIVAR
683,LUIS TIBE,68/2021,WifiBrasil,2021-09-01,0.0,241.22389871781752,0.0,23937.195125138023,0.0,LUIS HENRIQUE DE OLIVEIRA RESENDE,DEP. LUIS HENRIQUE DE OLIVEIRA RESENDE
684,MARA ROCHA,69/2021,WifiBrasil,2021-09-01,0.0,0.0,0.0,0.0,0.0,CYLMARA FERNANDES DA ROCHA GRIPP,DEP. CYLMARA FERNANDES DA ROCHA GRIPP
685,MARX BELTRAO,70/2021,WifiBrasil,2021-09-01,0.0,1226.5480975811504,0.0,121713.15237928455,0.0,MARX BELTRAO LIMA SIQUEIRA,DEP. MARX BELTRAO LIMA SIQUEIRA
686,PERPETUA ALMEIDA,71/2021,WifiBrasil,2021-09-01,0.0,341.99756808749754,0.0,33937.19512513802,0.0,MARIA PERPETUA DE ALMEIDA,DEP. MARIA PERPETUA DE ALMEIDA
687,SERGIO PETECAO,72/2021,WifiBrasil,2021-09-01,0.0,1259.0752091718016,0.0,124940.89150936707,0.0,SERGIO PETECAO,SEN. SERGIO PETECAO
688,ULDURICO JUNIOR,73/2021,WifiBrasil,2021-09-01,0.0,946.7726540599881,0.0,93950.39993897907,0.0,ULDURICO ALENCAR PINTO,DEP. ULDURICO ALENCAR PINTO
689,SORAYA THRONICKE,74/2021,WifiBrasil,2021-09-01,0.0,1233.6804181110317,0.0,122420.90873811248,0.0,SORAYA THRONICKE,SEN. SORAYA THRONICKE
690,MCOM,75/2021,WifiBrasil,2021-09-01,0.0,973.0906242912159,0.0,96561.99187523004,0.0,MINISTERIO DAS COMUNICACOES,MINISTERIO DAS COMUNICACOES
691,JUNIO AMARAL,76/2021,WifiBrasil,2021-09-01,0.0,4384.044445087388,0.0,435038.683468484,0.0,GERALDO JUNIO DO AMARAL,DEP. GERALDO JUNIO DO AMARAL
692,LEUR LOMANTO,77/2021,WifiBrasil,2021-09-01,0.0,644.3185761965375,0.0,63937.19512513802,0.0,LEUR ANTONIO DE BRITTO LOMANTO JUNIOR,DEP. LEUR ANTONIO DE BRITTO LOMANTO JUNIOR
693,BANCADA-AL,01/2021,GESAC,2021-10-01,100000.0,10170.64647434397,100000.0,909626.8014248305,0.0,BANCADA-AL,BANCADA-AL
694,BANCADA-AL,02/2021,GESAC,2021-10-01,0.0,3824.8167938980405,0.0,379684.57122174604,0.0,BANCADA-AL,BANCADA-AL
695,BANCADA-AL,03/2021,GESAC,2021-10-01,0.0,52569.185403820404,0.0,5218474.425067611,0.0,BANCADA-AL,BANCADA-AL
696,BANCADA-MG,04/2021,GESAC,2021-10-01,0.0,134705.85425798286,0.0,13372074.34264488,0.0,BANCADA-MG,BANCADA-MG
697,BANCADA-SP,05/2021,GESAC,2021-10-01,0.0,10076.984842816093,0.0,1000329.1335042845,0.0,BANCADA-SP,BANCADA-SP
698,BANCADA-ES,06/2021,GESAC,2021-10-01,0.0,9521.972174271623,0.0,945233.7502652404,0.0,BANCADA-ES,BANCADA-ES
699,BANCADA-ES,07/2021,GESAC,2021-10-01,0.0,21735.187429866368,0.0,2157623.6887734933,0.0,BANCADA-ES,BANCADA-ES
700,BANCADA-ES,08/2021,GESAC,2021-10-01,0.0,27095.479773484218,0.0,2689732.913810536,0.0,BANCADA-ES,BANCADA-ES
701,BANCADA-MA,09/2021,GESAC,2021-10-01,0.0,7228.442221290107,0.0,717558.025202726,0.0,BANCADA-MA,BANCADA-MA
702,BANCADA-PA,10/2021,GESAC,2021-10-01,0.0,0.0,0.0,0.0,0.0,BANCADA-PA,BANCADA-PA
703,BANCADA-PA,11/2021,GESAC,2021-10-01,0.0,3221.3410613641777,0.0,319778.32287139515,0.0,BANCADA-PA,BANCADA-PA
704,JUNIO AMARAL,12/2021,GESAC,2021-10-01,0.0,1199.633128247147,0.0,119086.01495595239,0.0,GERALDO JUNIO DO AMARAL,DEP. GERALDO JUNIO DO AMARAL
705,CELSO SABINO,13/2021,GESAC,2021-10-01,0.0,586.0579417224926,0.0,58177.20698910301,0.0,CELSO SABINO DE OLIVEIRA,DEP. CELSO SABINO DE OLIVEIRA
706,CORONEL CHRISOSTOMO,14/2021,GESAC,2021-10-01,0.0,704.1063188850652,0.0,69895.71532077008,0.0,JOAO CHRISOSTOMO DE MOURA,DEP. JOAO CHRISOSTOMO DE MOURA
707,DIMAS FABIANO,15/2021,GESAC,2021-10-01,0.0,0.0,0.0,0.0,0.0,DIMAS FABIANO TOLEDO JUNIOR,DEP. DIMAS FABIANO TOLEDO JUNIOR
708,EDNA HENRIQUE,16/2021,GESAC,2021-10-01,0.0,1310.5450061769534,0.0,130096.09232288934,0.0,EDNACE ALVES SILVESTRE HENRIQUE,DEP. EDNACE ALVES SILVESTRE HENRIQUE
709,ELIAS VAZ,17/2021,GESAC,2021-10-01,0.0,3667.127358487366,0.0,364030.9467747872,0.0,ELIAS VAZ DE ANDRADE,DEP. ELIAS VAZ DE ANDRADE
710,EXPEDITO NETTO,18/2021,GESAC,2021-10-01,0.0,1754.5752867505782,0.0,174174.3987552477,0.0,EXPEDITO GONCALVES FERREIRA NETTO,DEP. EXPEDITO GONCALVES FERREIRA NETTO
711,FABIO REIS,19/2021,GESAC,2021-10-01,0.0,0.0,0.0,0.0,0.0,FABIO DE ALMEIDA REIS,DEP. FABIO DE ALMEIDA REIS
712,FLAVIA ARRUDA,20/2021,GESAC,2021-10-01,0.0,8364.168186452804,0.0,830300.0594868646,0.0,FLAVIA CAROLINA PERES,DEP. FLAVIA CAROLINA PERES
713,FLAVIANO MELO,21/2021,GESAC,2021-10-01,0.0,0.0,0.0,0.0,0.0,FLAVIANO FLAVIO BAPTISTA DE MELO,DEP. FLAVIANO FLAVIO BAPTISTA DE MELO
714,FLAVIANO MELO,22/2021,GESAC,2021-10-01,0.0,4310.149141951508,0.0,427862.8799879871,0.0,FLAVIANO FLAVIO BAPTISTA DE MELO,DEP. FLAVIANO FLAVIO BAPTISTA DE MELO
715,GENERAL GIRAO,23/2021,GESAC,2021-10-01,0.0,0.0,0.0,0.0,0.0,ELIESER GIRAO MONTEIRO FILHO,DEP. ELIESER GIRAO MONTEIRO FILHO
716,JOAO ROMA,24/2021,GESAC,2021-10-01,0.0,29.163992801478376,0.0,2895.071502407387,0.0,JOAO INACIO RIBEIRO ROMA NETO,DEP. JOAO INACIO RIBEIRO ROMA NETO
717,JOENIA WAPICHANA,25/2021,GESAC,2021-10-01,0.0,0.0,0.0,0.0,0.0,JOENIA BATISTA DE CARVALHO,DEP. JOENIA BATISTA DE CARVALHO
718,JOSE NUNES,26/2021,GESAC,2021-10-01,0.0,998.159743032121,0.0,99086.01495595239,0.0,JOSE NUNES SOARES,DEP. JOSE NUNES SOARES
719,JOSIVALDO JP,27/2021,GESAC,2021-10-01,0.0,0.0,0.0,0.0,0.0,JOSIVALDO DOS SANTOS MELO,DEP. JOSIVALDO DOS SANTOS MELO
720,JUNIOR LOURENCO,28/2021,GESAC,2021-10-01,0.0,2805.2820879386823,0.0,278476.691593254,0.0,JOSE LOURENCO BOMFIM JUNIOR,DEP. JOSE LOURENCO BOMFIM JUNIOR
721,LEO DE BRITO,29/2021,GESAC,2021-10-01,0.0,3166.4893772960686,0.0,314333.26778289623,0.0,LEONARDO CUNHA DE BRITO,DEP. LEONARDO CUNHA DE BRITO
722,LEUR LOMANTO,30/2021,GESAC,2021-10-01,0.0,168.9196896922797,0.0,16768.437132477542,0.0,LEUR ANTONIO DE BRITTO LOMANTO JUNIOR,DEP. LEUR ANTONIO DE BRITTO LOMANTO JUNIOR
723,LUCIANO BIVAR,31/2021,GESAC,2021-10-01,0.0,0.0,0.0,0.0,0.0,LUCIANO CALDAS BIVAR,DEP. LUCIANO CALDAS BIVAR
